York,Nottingham,Newark,,Newark-on-Trent,,,,,,
York,Nottingham,Newark,,Normanton on Trent,,,,,,
York,Nottingham,Newark,,North Collingham,,,,,,
York,Nottingham,Newark,,North Muskham,,,,,,
York,Nottingham,Newark,,Shelton,,,,,,
York,Nottingham,Newark,,Sibthorpe,,,,,,
York,Nottingham,Newark,,South Collingham,,,,,,
York,Nottingham,Newark,,South Scarle,,,,,,
York,Nottingham,Newark,,Staunton in the Vale,,,,,,
York,Nottingham,Newark,,Stoke ,,,,,,
York,Nottingham,Newark,,Sutton on Trent,,,,,,
York,Nottingham,Newark,,Thorney,,,,,,
York,Nottingham,Newark,,Thorpe,,,,,,
York,Nottingham,Newark,,Weston,,,,,,
York,Nottingham,Newark,,Winthorpe,,,,,,
York,Nottingham,Nottingham,,Annesley,,,,,,
York,Nottingham,Nottingham,,Arnold,,,,,,
York,Nottingham,Nottingham,,Attenborough,,,,,,
York,Nottingham,Nottingham,,Beeston,,,,,,
York,Nottingham,Nottingham,,Broxtowe,,,,,,
York,Nottingham,Nottingham,,Burton Joyce,,,,,,
York,Nottingham,Nottingham,,Colwick,,,,,,
York,Nottingham,Nottingham,,Eastwood,,,,,,
York,Nottingham,Nottingham,,Epperstone,,,,,,
York,Nottingham,Nottingham,,Gedling,,,,,,
York,Nottingham,Nottingham,,Gonalston,,,,,,
York,Nottingham,Nottingham,,Greasley,,,,,,
York,Nottingham,Nottingham,,Hoveringham,,,,,,
York,Nottingham,Nottingham,,Hucknall,,,,,,
York,Nottingham,Nottingham,,Kimberley,,,,,,
York,Nottingham,Nottingham,,Kirkby in Ashfield,,,,,,
York,Nottingham,Nottingham,,Lambley,,,,,,
York,Nottingham,Nottingham,,Lenton,,,,,,
York,Nottingham,Nottingham,,Linby,,,,,,
York,Nottingham,Nottingham,,Lowdham,,,,,,
York,Nottingham,Nottingham,,Mansfield,,,,,,
York,Nottingham,Nottingham,,Nottingham St Mary,,,,,,
York,Nottingham,Nottingham,,Nottingham St Nicholas,,,,,,
York,Nottingham,Nottingham,,Nottingham St Peter,,,,,,
York,Nottingham,Nottingham,,Nuthall,,,,,,
York,Nottingham,Nottingham,,Old Basford,,,,,,
York,Nottingham,Nottingham,,Papplewick,,,,,,
York,Nottingham,Nottingham,,Radford,,,,,,
York,Nottingham,Nottingham,,Selston,,,,,,
York,Nottingham,Nottingham,,Stapleford,,,,,,
York,Nottingham,Nottingham,,Strelley,,,,,,
York,Nottingham,Nottingham,,Sutton in Ashfield,,,,,,
York,Nottingham,Nottingham,,Teversal,,,,,,
York,Nottingham,Nottingham,,Thurgarton,,,,,,
York,Nottingham,Nottingham,,Wollaton,,,,,,
York,Nottingham,Retford,,Babworth,,,,,,
York,Nottingham,Retford,,Bilsthorpe,,,,,,
York,Nottingham,Retford,,Blyth,,,,,,
York,Nottingham,Retford,,Carlton in Lindrick,,,,,,
York,Nottingham,Retford,,Clayworth,,,,,,
York,Nottingham,Retford,,Cuckney,,,,,,
York,Nottingham,Retford,,East Markham,,,,,,
York,Nottingham,Retford,,Edwinstowe,,,,,,
York,Nottingham,Retford,,Egmanton,,,,,,
York,Nottingham,Retford,,Elkesley,,,,,,
York,Nottingham,Retford,,Finningley,,,,,,
York,Nottingham,Retford,,Gamston,,,,,,
York,Nottingham,Retford,,Gringley on the Hill,,,,,,
York,Nottingham,Retford,,Grove,,,,,,
York,Nottingham,Retford,,Harworth,,,,,,
York,Nottingham,Retford,,Headon,,,,,,
York,Nottingham,Retford,,Kirton,,,,,,
York,Nottingham,Retford,,Littleborough,,,,,,
York,Nottingham,Retford,,Mattersey,,,,,,
York,Nottingham,Retford,,Misson,,,,,,
York,Nottingham,Retford,,Misterton,,,,,,
York,Nottingham,Retford,,Ordsall,,,,,,
York,Nottingham,Retford,,Osberton,,,,,,
York,Nottingham,Retford,,Rossington,,,,,,
York,Nottingham,Retford,,Saundby,,,,,,
York,Nottingham,Retford,,Sturton le Steeple,,,,,,
York,Nottingham,Retford,,South Leverton,,,,,,
York,Nottingham,Retford,,Treswell,,,,,,
York,Nottingham,Retford,,Tuxford,,,,,,
York,Nottingham,Retford,,Walesby,,,,,,
York,Nottingham,Retford,,Walkerington,,,,,,
York,Nottingham,Retford,,Warsop,,,,,,
York,Nottingham,Retford,,West Burton,,,,,,
York,Nottingham,Retford,,West Markham,,,,,,
York,Nottingham,Retford,,West Retford,,,,,,
York,Nottingham,Retford,,Wheatley,,,,,,
