New Folio No. ,Entry No.,Entry Part,Person - Title,Person - First name,Person - Last Name - Prefix,Person - Last Name - as written,Person -  Qualification,Person - further description,Role - role in entry,Role - associated place - as written,Role - associated place - type,Role - associated place - function,Occupation 1  - employment,Status 1  - office,Status 1 - associated place - as written,Status 1 - associated place - standard,Status 1 - associated place - type,Status 1 - associated place - function,Status 2 - office,Status 2 - associated place - as written,Status 2 - associated place - type,Status 2 - associated place - function,Status 3 - office,Status 3 - Place - as written,Status 3 - Place - Type,Status 3 - Place- Function,Status 4,Status 4 - place - as written,Status 4 - place - type,Status 4 - place - function,Status 5,Status 5 - place - as written,Status 5 - place - type,Status 5 - place - function,Status 6,Status 6 - place - as written,Status 6 - place - type,Status 6 - place - function
12 v - 12 v,109,,Sir,Henry,de,Snayth,,,former canon and prebendary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 v - 12 v,110,,,Alexander,,,,archbishop,sender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 v - 12 v,110,,,,,,,,addressees,,,,,chapter,beati petri Ebor',,cathedral church,,,,,,,,,,,,,,,,,,,,,
12 v - 12 v,110,,,John,de,Skirlawe,,,new prebendary,,,,,canon,capelle sancti martini Londonien',,chapel,,prebendary,Ampilford,prebend,,,,,,,,,,,,,,,,,
12 v - 12 v,110,,Master,John,,Hilliard,,,proctor of new prebendary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 v - 12 v,110,,Master,Roger,de,Freton',,,former prebendary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 v - 12 v,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 v - 12 v,111,,Master,Radulphus,,Walas,,chaplain,testator,,,,,precentor,Beverl',,church,,,,,,,,,,,,,,,,,,,,,
12 v - 12 v,111,,Sir,Adam,de,Walton',,,legatee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 v - 12 v,111,,[],[],,[],,sister of legatee,legatee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 v - 12 v,111,,Sir,John,,Walas,,,legatee,,,,,monk,Watton',,monastery,,,,,,,,,,,,,,,,,,,,,
12 v - 12 v,111,,,Laurence,,,,of testator's household?,legatee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 v - 12 v,111,,,William,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 v - 12 v,111,,,Robert,de,Scampston',,,executor,,,,,rector,Catwyk',,church,,,,,,,,,,,,,,,,,,,,,
12 v - 12 v,111,,Sir,Thomas,de,Godmundham,,,executor,,,,,rector (two parts),Godmundham,,church,,,,,,,,,,,,,,,,,,,,,
12 v - 12 v,111,,,John,del,Stanes/Staves,,of Beverley,executor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 v - 12 v,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13 r - 13 r,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13 r - 13 r,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13 v - 13 v,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13 v - 13 v,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13 v - 13 v,116,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13 v - 13 v,116,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13 v - 13 v,116,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13 v - 13 v,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13 v - 13 v,118,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13 v - 13 v,118,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13 v - 13 v,118,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13 v - 13 v,118,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13 v - 13 v,118,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13 v - 13 v,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13 v - 13 v,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13 v - 13 v,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14 r - 14 r,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14 r - 14 r,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14 r - 14 r,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14 r - 14 r,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14 r - 14 r,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14 r - 14 r,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14 v - 14 v,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14 v - 14 v,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14 v - 14 v,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14 v - 14 v,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14 v - 14 v,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14 v - 14 v,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14 v - 14 v,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 r - 15 r,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 r - 15 r,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 r - 15 r,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 r - 15 r,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 r - 15 r,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 r - 15 r,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 v - 15 v,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 v - 15 v,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 v - 15 v,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 v - 15 v,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 v - 15 v,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 v - 15 v,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16 r - 16 r,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16 r - 16 r,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16 r - 16 r,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16 r - 16 r,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16 r - 16 r,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16 r - 16 v,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16 v - 16 v,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16 v - 16 v,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16 v - 16 v,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16 v - 16 v,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16 v - 16 v,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16 v - 16 v,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16 v - 16 v,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16 v - 17 r,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17 r - 17 r,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17 r - 17 r,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17 r - 17 r,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17 r - 17 r,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17 r - 17 r,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17 r - 17 r,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17 r - 17 r,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17 r - 17 r,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17 r - 17 r,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17 r - 17 r,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17 r - 17 r,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17 r - 17 r,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17 r - 17 r,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17 r - 17 r,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17 v - 17 v,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17 v - 17 v,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17 v - 17 v,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17 v - 17 v,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17 v - 17 v,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17 v - 17 v,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17 v - 17 v,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17 v - 17 v,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 r - 18 r,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 r - 18 r,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 r - 18 r,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 r - 18 r,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 r - 18 r,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 r - 18 r,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 r - 18 r,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 r - 18 r,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 r - 18 r,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 r - 18 r,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 r - 18 r,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 r - 18 r,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 r - 18 r,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 r - 18 r,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 r - 18 r,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 r - 18 r,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 v - 18 v,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 v - 18 v,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 v - 18 v,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 v - 18 v,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 v - 18 v,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 v - 18 v,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 v - 18 v,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 v - 18 v,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 v - 18 v,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 v - 18 v,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 v - 18 v,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 r - 19 r,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 r - 19 r,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 r - 19 r,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 r - 19 r,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 r - 19 r,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 r - 19 r,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 r - 19 r,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 r - 19 r,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 r - 19 r,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 r - 19 r,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 r - 19 r,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 r - 19 r,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 r - 19 r,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 r - 19 r,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 r - 19 r,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 v - 19 v,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 v - 19 v,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 v - 19 v,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 v - 19 v,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 v - 20 r,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 r - 20 r,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 r - 20 r,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 r - 20 r,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 r - 20 r,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 r - 20 r,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 r - 20 r,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 r - 20 r,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 r - 20 r,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 r - 20 v,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 v - 20 v,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 v - 20 v,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 v - 20 v,241,,,John,,Kyneton',,,testator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 v - 20 v,242,,,[John],,[Kyneton'],,,[testator],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 v - 20 v,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 v - 20 v,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 v - 20 v,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 r - 21 r,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 r - 21 r,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 r - 21 r,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 r - 21 r,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 r - 21 r,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 r - 21 r,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 r - 21 r,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 r - 21 r,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 r - 21 r,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 r - 21 r,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 r - 21 r,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 r - 21 r,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 r - 21 r,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 v - 21 v,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 v - 21 v,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 v - 21 v,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 v - 21 v,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 v - 21 v,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 v - 21 v,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 v - 21 v,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 v - 21 v,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 v - 21 v,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 v - 21 v,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 v - 21 v,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 v - 21 v,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 v - 22 r,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22 r - 22 r,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22 r - 22 r,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22 r - 22 r,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22 r - 22 r,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22 r - 22 r,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22 r - 22 v,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22 v - 22 v,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22 v - 22 v,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22 v - 23 r,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 r - 23 r,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 r - 23 r,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 r - 23 r,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 r - 23 r,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 r - 23 r,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 r - 23 r,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 r - 23 r,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 r - 23 r,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 r - 23 r,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 r - 23 r,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 r - 23 r,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 v - 23 v,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 v - 23 v,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 v - 23 v,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 v - 23 v,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 v - 23 v,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 v - 23 v,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 v - 23 v,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 v - 23 v,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 v - 23 v,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 v - 23 v,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 v - 23 v,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 v - 23 v,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 v - 23 v,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24 r - 24 r,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24 r - 24 r,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24 r - 24 r,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24 v - 24 v,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24 v - 24 v,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24 v - 24 v,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24 v - 25r,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 r - 25 r,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 r - 25 r,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 r - 25 r,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 r - 25 r,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 r - 25 r,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 r - 25 r,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 r - 25 r,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 r - 25 r,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 r - 25 r,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 r - 25 r,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 r - 25 r,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 r - 25 r,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 v - 25 v,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 v - 25 v,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 v - 25 v,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 v - 25 v,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 v - 25 v,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 v - 25 v,330,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 v - 25 v,330,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 v - 25 v,330,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 v - 25 v,330,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26 r - 26 r,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26 r - 26 r,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26 r - 26 r,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26 r - 26 r,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26 r - 26 r,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26 r - 26 r,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26 r - 26 r,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26 r - 26 r,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26 r - 26 r,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26 r - 26 r,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26 r - 26 r,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26 v - 26 v,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26 v - 26 v,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26 v - 26 v,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26 v - 26 v,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26 v - 26 v,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26 v - 26 v,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26 v - 26 v,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 r - 27 r,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 r - 27 r,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 r - 27 r,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 r - 27 r,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 r - 27 r,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 r - 27 r,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 r - 27 v,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 v - 27 v,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 v - 27 v,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 v - 27 v,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28 r - 28 r,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28 r - 28 r,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28 r - 28 r,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28 r - 28 r,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28 r - 28 r,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
